"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"M34242","GOBP_TAIL_ANCHORED_MEMBRANE_PROTEIN_INSERTION_INTO_ER_MEMBRANE","10/7046","17/16896",0.118358721119419,0.438113919943031,0.381995583370195,"GET4/EMC1/EMC8/CAMLG/EMC3/MMGT1/BAG6/EMC2/EMC6/EMC10",10
"M35003","HP_HORIZONTAL_RIBS","10/7046","17/16896",0.118358721119419,0.438113919943031,0.381995583370195,"DYNC2H1/NEK1/DYNC2LI1/LBR/CCDC8/EVC/ABCD4/CEP120/WDR35/CUL7",10
"M35129","HP_MACULAR_HYPOPLASIA","10/7046","17/16896",0.118358721119419,0.438113919943031,0.381995583370195,"FZD4/LAMB2/LYST/MAF/EPG5/EBP/EMILIN1/PAX6/ATOH7/HPS6",10
"M36514","HP_SPONTANEOUS_RECURRENT_EPISTAXIS","10/7046","17/16896",0.118358721119419,0.438113919943031,0.381995583370195,"LYST/HPS3/TPM4/PTPRJ/SMAD4/ACVRL1/ITGB3/GDF2/ITGA2B/GP9",10
"M36527","HP_FLAT_FOREHEAD","10/7046","17/16896",0.118358721119419,0.438113919943031,0.381995583370195,"PLAAT3/ITPR1/KNSTRN/TWIST1/EXT2/RECQL4/CAMK2G/FGFR2/PIK3CD/ERI1",10
"M36738","HP_HEMOLYTIC_UREMIC_SYNDROME","10/7046","17/16896",0.118358721119419,0.438113919943031,0.381995583370195,"CFH/THBD/CFHR1/TMEM165/C1GALT1C1/MMACHC/CD46/CFB/PRDX1/ADAMTS13",10
"M38140","HP_STEROID_RESISTANT_NEPHROTIC_SYNDROME","10/7046","17/16896",0.118358721119419,0.438113919943031,0.381995583370195,"EMP2/AVIL/NUP205/NUP93/NUP160/LAMA5/NUP85/SGPL1/NUP133/TPRKB",10
"M38848","HP_BREAST_APLASIA","10/7046","17/16896",0.118358721119419,0.438113919943031,0.381995583370195,"ESR1/TBX3/ORC1/CDC45/CDC6/CDT1/ORC6/REV3L/LMNA/KCTD1",10
"M38951","HP_PHYSICAL_URTICARIA","10/7046","17/16896",0.118358721119419,0.438113919943031,0.381995583370195,"ADGRE2/SPIB/PLCG2/TNFSF15/MMEL1/IRF5/IL12A/TNPO3/NLRP3/IL12RB1",10
"M41449","HP_ABNORMAL_URINE_ALPHA_KETOGLUTARATE_CONCENTRATION","10/7046","17/16896",0.118358721119419,0.438113919943031,0.381995583370195,"FH/AASS/COX16/ALDH4A1/SDHB/OGDH/ATP6V1B2/GLUD1/DLD/SLC13A3",10
"M49316","GOBP_TRNA_WOBBLE_URIDINE_MODIFICATION","10/7046","17/16896",0.118358721119419,0.438113919943031,0.381995583370195,"DPH3/MPST/GTPBP3/ELP3/CTU2/MOCS3/ELP4/MTO1/TRMU/URM1",10
"M12529","GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT","64/7046","136/16896",0.118366978109506,0.438113919943031,0.381995583370195,"ATL2/MIA3/TRIP11/GOPC/ERGIC1/LRRK2/SAR1B/TRAPPC13/CREB3L2/PPP6C/LMF1/SEC23B/SEC16A/MIA2/YIF1B/TMED10/PDCD6/RAB29/COPA/GOLT1B/TFG/SEC22B/ZW10/TMED5/SORL1/YIPF4/SEC24A/YIF1A/CUL3/VAPA/TEX261/YIPF6/RANGRF/HYOU1/RABGGTB/YKT6/ERGIC2/TMED7/CSNK1D/SEC23IP/SAR1A/VCP/SEC22C/GBF1/YIPF5/SPAST/SURF4/TRAPPC11/VTI1A/SEC22A/STX5/TRAPPC3/ANK1/BCAP31/RINT1/TRAPPC10/NRBP1/SEC13/GOSR2/SEC16B/SEC31A/RAB1A/TRAPPC9/COPB1",64
