"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"M34936","HP_ABNORMAL_THYMUS_MORPHOLOGY","38/9013","57/16896",0.0286051286164439,0.288799514019314,0.263033269294109,"MCM10/TP63/RORC/VANGL2/IL2RG/CHD7/AK2/DCLRE1C/ADA/TNF/TFAP2A/MTHFR/ORAI1/TTC7A/TCOF1/PTEN/SEL1L/NEK9/G6PC3/AKT1/POLR1B/POLR1C/SKIC3/CDKN2B/FOXN1/POLD3/PEX5/HIRA/ALG14/RREB1/NSMCE3/CDKN1B/ERCC8/TBX2/ATM/UFD1/WAS/SKIC2",38
"M12955","GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS","80/9013","129/16896",0.0286178155064207,0.288799514019314,0.263033269294109,"LRRC17/SFRP1/GLI3/CDKN2A/PGLYRP2/CDK6/LYN/CCL3/RUNX3/PSMA5/CARTPT/CTLA4/UBASH3B/MYC/RUNX1/RARA/CD69/FBN1/PSMB9/LILRB1/LILRB4/FGL2/PIK3R1/LAG3/JAK3/CR1/SOCS1/FCGR2B/BMP4/C1QC/TMEM176B/HOXA7/TMEM178A/HMGB3/TMEM176A/TMEM131L/CUL4A/ERBB2/LILRB3/ANXA1/CLEC12A/TLR4/GATA2/PTPN2/NF1/QKI/TLR3/PSMB2/IRF1/CBFB/CD74/CTNNB1/PSMA7/HLA-G/ZNF675/PSMA2/ZC3H12A/RC3H2/TBX21/PSMB4/PSMB10/ZC3H8/PSMB8/BCL6/PRDX2/PIAS3/FSTL3/INPP5D/HMGB1/IFNL1/LOXL3/GPR55/TSC22D1/FBXW7/RC3H1/PRDM16/PSMA3/FOXP3/ZFPM1/PSMA4",80
"M13738","GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION","80/9013","129/16896",0.0286178155064207,0.288799514019314,0.263033269294109,"CHI3L1/C1QTNF3/LTB/NLRP2/TNFSF15/PDCD4/CD86/CARD10/EDN1/PPM1A/BIRC3/UACA/PTPN22/TNFRSF11A/TNF/IL1B/LAPTM5/BTRC/RELB/HAVCR2/NMI/IL18R1/TNFRSF1B/COPS8/AMFR/CD27/IL23A/LTBR/BMP7/NOD2/RTKN2/NOL3/IL18/TLR3/TLR6/CYLD/LGALS9/TRIM56/NFKB2/MAP3K7/ADISSP/SPI1/PYCARD/NLRC3/PHB1/SPHK1/MAP3K14/ZC3H12A/RASSF2/RC3H2/LETMD1/AGO3/VCP/EIF2AK2/TNFSF14/NLRP3/NFKBIA/TNFRSF1A/TAB3/HMGB1/ZNF268/ACTN4/PHB2/LTA/CALR/TRIM26/MKRN2/BCL10/C1QTNF4/BIRC2/RC3H1/TAB2/TRAF2/EDA/NLRP12/LIME1/RELA/DAB2IP/TRIM15/ADGRG3",80
"M13365","GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION","51/9013","79/16896",0.0286373729784282,0.288799514019314,0.263033269294109,"GATA3/ZBTB16/GLI3/RUNX3/RUNX1/CD86/RARA/CD69/LILRB4/RIPK2/CD80/SH3RF1/JAK3/IL2RG/SOCS1/CD83/IFNG/ADA/PNP/GPR65/ANXA1/IRF4/IL23A/SASH3/IL12RB1/IL18/LGALS9/NCKAP1L/MALT1/SYK/ZAP70/CBFB/NKAP/HLA-DRB1/ZC3H12A/RC3H2/HLA-DRA/TBX21/BCL6/NLRP3/ZNF683/AP3B1/PRDM1/HMGB1/SHB/LOXL3/RC3H1/NFKBID/AP3D1/IL27/FOXP3",51
"M34518","HP_ABNORMALITY_OF_THE_URETER","222/9013","381/16896",0.0286799921170858,0.288799514019314,0.263033269294109,"GATA3/GREB1L/KIF14/CEP55/ASPM/SETBP1/GLI3/IGF2/STIL/FGF10/CDK6/FGFR3/TP63/ROBO2/MID1/TTC8/PIEZO2/CENPE/SEMA3E/TRIM8/NFIA/BBS4/CTLA4/LFNG/KNL1/CDC45/EDNRA/DCDC2/LZTFL1/RAD51/CDH11/UBE2T/FANCB/WFS1/BBIP1/RIPK4/BBS1/MYH11/NCF1/CHRM3/WARS1/NRIP1/PLD1/CHD7/LAMA3/BNC2/SCLT1/FANCA/RALGAPA1/ARNT2/GPC4/DHCR7/IFT140/TCTN1/MCM7/PTPN22/PBX1/ASXL1/PDCD6IP/DYNC2LI1/FANCE/PAX6/BRCA2/FANCD2/TMEM107/NCAPG2/FANCI/SMC1A/GPC3/PIGN/RAD21/CEP152/IFT74/TMEM67/PIGT/TRPS1/BBS5/SOS1/RFWD3/RECQL4/AFF4/RERE/DNMT3A/TXNDC15/FANCG/ARID1B/CCNQ/NAA10/RAI1/ATP7A/NPHP1/MAD2L2/POR/ZEB2/PAX2/EFEMP2/CEP290/B3GLCT/PLXNA1/PIGQ/RBM8A/MFSD2A/EXT1/MAP3K7/LMOD1/DLL3/BCOR/MCPH1/PSMD12/BPTF/PAK2/BBS10/ZMYM2/TMEM237/DACT1/TAF13/EVC/SOX17/BRCA1/PIGL/CFAP418/CREBBP/ARL6/BBS7/PUF60/MAPRE2/BBS2/B9D1/IFT27/CEP19/HNRNPU/CC2D2A/CIT/FANCF/ERI1/SASS6/DMXL2/VANGL1/DVL3/BBS12/TCTN3/FLNA/LRIG2/HS2ST1/KCTD1/RHOBTB2/RFC2/SPOP/HIRA/SLC35A2/EHMT1/YY1/EMILIN1/FANCL/GTF2IRD2/HSPG2/SCAPER/TRRAP/WDR62/KRAS/SOS2/PPP2R3C/UMPS/KDM6A/RBMX/GNB1/PIGA/WDPCP/FANCC/SALL1/CLIP2/TBX18/BBS9/ATRX/RREB1/FUZ/KANSL1/ERCC6/ERCC8/NUP37/NIPBL/MAPKBP1/DNAJC30/SIX5/TRAPPC10/GTF2I/KIFBP/PRMT7/UBE2A/DDX6/CASK/SDHAF1/MESP2/ALG9/XRCC2/UFD1/PYCR2/STAMBP/BAZ1B/BUD23/B9D2/NECTIN1/SIK1/LIMK1/LMNA/TCTN2/MED12/OTUD5/RIPPLY2/FKBP6/HPSE2/ZRSR2/SLC26A1/AQP2/HNRNPK/GLI1/RPL11/NKX2-1/HAAO/CACNA1E/HNF1B/SLC6A17",222
"M34997","HP_11_PAIRS_OF_RIBS","32/9013","47/16896",0.0287462129250638,0.288799514019314,0.263033269294109,"CASZ1/LBR/DONSON/KYNU/WNK3/SOX9/FLNB/RRAS2/CEP152/B4GAT1/RERE/DNMT3A/CHST3/TBX5/TBCK/HNRNPR/BMP2/TBC1D24/SNRPB/HSPG2/ATP6V1B2/KCNAB2/NFASC/CPLANE1/GPX4/ATR/MMP23B/B3GALT6/PRDM16/HDAC6/UBE4B/SRCAP",32
"M50818","HP_ABNORMAL_CD4_T_CELL_PROPORTION","32/9013","47/16896",0.0287462129250638,0.288799514019314,0.263033269294109,"BLM/LCK/IL7R/MYC/IL2RG/LCP2/FAS/KNSTRN/ITK/PIK3CD/IRF4/FASLG/IKBKB/MAN2B2/SASH3/OTULIN/POLD1/PGM3/IVNS1ABP/DOCK8/FOXN1/CASP10/DEF6/CD3E/CIITA/CD4/NSMCE3/RFX5/ATM/WAS/DIAPH1/PTCRA",32
"M18112","GOMF_POLY_PYRIMIDINE_TRACT_BINDING","21/9013","29/16896",0.0287614988738685,0.288799514019314,0.263033269294109,"MSI2/RBMS3/RBMS1/PNPT1/ATXN1/RBM11/PATL1/PABPC4L/KHDRBS1/DAZAP1/PABPC4/HNRNPU/RBMS2/FMR1/HNRNPH1/HNRNPC/PABPC1/SSB/PABPC3/PTBP1/MSI1",21
"M18872","GOMF_MACROMOLECULE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","21/9013","29/16896",0.0287614988738685,0.288799514019314,0.263033269294109,"AZGP1/SIDT1/PEX13/SEC62/PEX12/SLC15A3/TOMM40/ABCA1/SEC61A2/MCL1/SIDT2/TOMM22/TMED10/TIMM17A/TIMM23/TOMM40L/TOMM7/TIMM17B/TIMM22/SEC61G/BLOC1S3",21
"M22255","GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS","21/9013","29/16896",0.0287614988738685,0.288799514019314,0.263033269294109,"GATA3/IGHG1/FCGR3B/FCGR1BP/FCER1G/FCGR1A/FCGR2B/FCGR2C/FCER1A/CCR7/PLA2G2D/FCGR2A/EXT1/BTK/HLA-E/CD6/FUT7/IL20RB/SPN/PARK7/IL31RA",21
"M26753","GOMF_ENDOPEPTIDASE_ACTIVATOR_ACTIVITY","21/9013","29/16896",0.0287614988738685,0.288799514019314,0.263033269294109,"AIM2/SFRP2/APH1B/TIMM50/LGMN/MALT1/PYCARD/ADRM1/NLRC4/VSIR/NLRP3/PSMD14/FURIN/HSPD1/BAD/NRDC/APH1A/ST20/PSME1/NLRP12/ROCK2",21
"M38585","HP_ABNORMAL_SENSORY_NERVE_CONDUCTION_VELOCITY","21/9013","29/16896",0.0287614988738685,0.288799514019314,0.263033269294109,"RETREG1/HPDL/GDAP1/ATXN1/TYMP/KIF1A/PMP22/YME1L1/YARS1/SACS/CHCHD10/EGR2/LIG3/BAG3/WNK1/SLC12A6/POLG/RRM2B/MPZ/MFN2/SPTLC1",21
"M41596","HP_NEUROINFLAMMATION","21/9013","29/16896",0.0287614988738685,0.288799514019314,0.263033269294109,"C4A/CCR1/CTLA4/FAS/ERAP1/TLR4/NOD2/IL6/IL10/HLA-B/IL12A/HLA-DRB1/TK2/STAT4/IFNGR1/LACC1/NLRP3/POLG/IKBKG/MEFV/IL12A-AS1",21
"M12608","GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","35/9013","52/16896",0.0288237673937098,0.288799514019314,0.263033269294109,"AR/CDH3/IRS1/IGF1R/IGFBP2/IGF2/IGFBP4/CILP/NKX3-1/PIK3R1/ATXN1/CRIM1/MAPK1/IGF1/GHR/SOS1/GRB10/PDPK1/IGFBP6/PHIP/AKT1/BMP2/GIGYF2/IGF2R/TRIM72/PIK3CA/ERCC1/RAF1/GHRH/MAP2K5/SHC1/MAP2K1/ZFAND2B/GIGYF1/GHRHR",35
"M16081","GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING","35/9013","52/16896",0.0288237673937098,0.288799514019314,0.263033269294109,"DKC1/STN1/NAF1/PIF1/SMG5/CTC1/XRN1/FBXO4/CCT5/NAT10/TNKS/PML/TCP1/CTNNB1/TERF2/HNRNPU/CCT4/HNRNPD/DCP2/GNL3L/CCT3/HNRNPA1/CCT7/HNRNPC/TINF2/CCT6A/PINX1/DHX36/ATR/TNKS2/PARP3/ATM/SLX1B/SMG6/CCT8",35
"M37759","HP_SUPERNUMERARY_TOOTH","35/9013","52/16896",0.0288237673937098,0.288799514019314,0.263033269294109,"MSX2/IL6ST/TP63/RPS23/CDH11/FAM20A/WNT5A/DHCR7/DYNC2LI1/POU4F1/RAD21/FAT4/TRPS1/RECQL4/ROR2/ACSL4/CHD6/EXT1/TCF12/BCOR/CBFB/ZFX/PIGL/CAMTA1/CREBBP/ADAMTS3/PUF60/DVL3/KCNN3/OFD1/HSPG2/APC/ATP6V1B2/KCNE5/NECTIN1",35
"M11812","GOBP_NEGATIVE_REGULATION_OF_TRANSLATION","84/9013","136/16896",0.0288435065380747,0.288799514019314,0.263033269294109,"IGF2BP3/IGF2BP2/GZMB/CPEB3/RBM24/CPEB2/AGO2/CIRBP/DAPK1/EIF4EBP1/TYMS/RARA/BTG2/ANG/PURA/TNRC6C/RBM4/YBX1/SYNCRIP/TPR/CELF4/PUS7/CNOT1/XRN1/SERBP1/QKI/ZNF540/TOB1/CPEB4/CAPRIN1/EIF4EBP3/TIA1/EIF4G1/RPL13A/CNOT9/SAMD4A/UNK/MRPL13/PML/RIDA/OTUD6B/SCRIB/AJUBA/PRKCA/EIF3E/GIGYF2/FXR1/PURB/FMR1/IFRD2/AGO3/EIF2AK2/CSNK2A1/EIF4E2/GAPDH/SAMD4B/LSM14A/ILF3/MIR101-1/ATF4/PAIP2/LIMD1/INPP5E/CALR/DHX36/PATL2/AGO4/TNRC6B/DDX6/TNRC6A/ZNF598/EIF4EBP2/LARP1/HABP4/MALSU1/CNOT10/CELF1/NANOS3/SRP9/RACK1/PRG3/GIGYF1/ZAR1/EIF4ENIF1",84
"M14227","GOBP_REGULATION_OF_B_CELL_ACTIVATION","84/9013","136/16896",0.0288435065380747,0.288799514019314,0.263033269294109,"VAV3/SFRP1/BCL2/IL12RB2/XBP1/IL4I1/TNFRSF21/PRLR/SLAMF8/CDKN2A/CD38/IL27RA/LYN/TNFSF13B/THEMIS2/CTLA4/PTPRC/TNFAIP3/IL2RG/CR1/FCGR2B/SAMSN1/PELI1/ADA/GPR183/HMGB3/LAPTM5/NSD2/NDFIP1/CD40/AKIRIN2/CD300A/MNDA/CD27/KMT5B/EPHB2/TLR4/SASH3/IL7/NOD2/TYROBP/PAWR/TIRAP/IKZF3/IL6/MSH2/TP53BP1/CYLD/RIF1/NCKAP1L/MAD2L2/SH3KBP1/SYK/IL10/BTK/CD74/BMI1/SPI1/MLH1/TFRC/BTLA/IL12A/NFAM1/ATAD5/TCF3/TBC1D10C/TBX21/BCL6/PPP2R3C/TNFRSF4/INPP5D/BAD/STAT5B/SHLD2/PARP3/SUPT6H/ATM/CASP3/RC3H1/CARD11/TNFRSF13B/TLR9/IL13/FOXP3",84
"M11738","GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE","100/9013","164/16896",0.0289188703447582,0.289293009562442,0.263482735930268,"DUSP4/FOXM1/GBP1/IGF1R/XBP1/UCHL1/LYN/SPRED2/DUSP5/PDCD4/DSG3/MYC/PBK/GSTP1/CNKSR3/PTPRC/NHERF1/LILRB4/DUSP9/ATF3/RPS6KA6/SYNJ2BP/DUSP2/PTPN22/SIRPA/IL1B/IGF1/FBLN1/NF2/LAX1/CD300A/STK38/ACE2/EPHB2/TLR4/IGBP1/PTPN2/NF1/APOE/P2RX7/SPRY1/PAQR3/DUSP6/CYLD/SIRT3/CAV1/ZMYND11/BTN2A2/DUSP16/KLF4/SMAD4/EIF3A/RASGRF1/DACT1/PPIA/PAFAH1B1/NDRG2/WNK2/PRMT1/ZNF675/DUSP10/LEMD2/PHB1/ITCH/SH3RF2/NCOR1/DUSP7/SMPD1/ASH1L/TBC1D10C/DNAJA1/PIK3CB/LIF/FOXO1/EMILIN1/MARVELD3/CSK/VRK3/DAB2/PINK1/SPRED1/PRKCD/QARS1/PTPRJ/SPRY4/DUSP1/SH2B3/PIK3R2/FLCN/PRDM15/NLRP12/RNF149/CDK12/PSMD10/TLR9/DAB2IP/HIPK3/CAV3/SPRED3/CHRNA10",100
"M16023","GOBP_RNA_LOCALIZATION","121/9013","201/16896",0.0290666926655809,0.290509809398158,0.264590974771846,"IGF2BP3/IGF2BP2/SIDT1/KIF5C/PEG10/MX2/BICD1/XPO5/PNPT1/DDX39A/NEAT1/DKC1/NUP205/NUP93/NAF1/ALYREF/YBX1/SMG5/NUP155/TPR/MAGOH/NDC1/MAGOHB/STAU2/UPF2/KHDRBS1/XPOT/CETN3/CKAP5/QKI/CRYZL1/SRSF3/SEH1L/NUP210/UPF3B/CAPRIN1/CCT5/PHAX/NUP160/ENY2/RBM8A/TBCK/NCBP3/TNKS/MVP/HSF1/SHQ1/NUP50/TCP1/THOC5/LRPPRC/NUP62/YTHDC1/NUTF2/ZNHIT6/RAN/SENP2/NUP153/SIDT2/RBM33/HNRNPU/NRDE2/FBL/FXR1/NXT1/CCT4/RFTN2/SEC13/FMR1/DCP2/RANBP17/NUP85/WNK1/CETN2/NXT2/YY1/SEM1/NCBP1/SMG1/AGFG1/NOP58/AHCTF1/THOC3/NSUN2/CCT3/RANBP2/SLBP/HNRNPA1/CCT7/XPO1/RBM15B/SRSF7/CCT6A/DHX36/ATR/NUP37/KHSRP/POM121/DDX19A/NCBP2/SUPT6H/CHTOP/ATM/PPP1R21/BORCS5/NUP54/BICD2/SSB/NOP10/MRPL18/IWS1/SMG7/FUBP3/NOL6/ATXN2/UPF1/SMG6/NUP42/NUP133/CCT8/POLDIP3",121
"M4581","GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION","113/9013","187/16896",0.0297076646834351,0.296648813679594,0.270182266612624,"ERBB4/AR/AREG/AGTR1/MMP12/LRG1/VASH2/CDH3/TGFA/XBP1/CYP7B1/ZNF703/ODAM/CCL5/FGF10/EGR3/IQGAP3/EGFR/SOX11/CARTPT/FGFBP1/MYC/FGF1/ECM1/ERBB3/THBS4/TNFAIP3/CCND1/ANG/CFLAR/DLX6/BMP4/CLDN1/WNT5A/APELA/SEMA5A/HPN/NEAT1/CYBA/STXBP4/TNF/PTN/PIK3CD/NOTCH1/JCAD/SOX9/IGF1/ERBB2/C5AR1/NRAS/NOD2/AGGF1/NUS1/GATA2/HMOX1/CCL26/NF1/PDPK1/TGM1/ADAM17/FZD7/TEK/PRKD1/AKT3/NRP1/PAX2/F3/SP1/VEGFA/JAML/LAMB1/IL10/BTK/POLD4/AKT1/DLX5/CTNNB1/CXCL12/PRKCA/HMGB2/CDH13/SRSF6/NME1/BMPR1A/SMO/PROX1/ZNF580/GRN/SAAL1/BMP6/ZNF304/MIR101-1/KDR/BAD/NOG/HMGB1/HIF1A/RREB1/FGF9/SIRT1/NR4A3/NR4A1/TCF7L2/ARNT/MAP2K5/VEGFB/TNFSF12/GPBAR1/RTN4/PLXNB3/GHRL/CCL24/HMGA2",113
"M6392","GOBP_RNA_3_END_PROCESSING","62/9013","98/16896",0.0298697401609298,0.297620560876418,0.271067316031685,"CCNB1/PNPT1/CSTF3/DKC1/PAPOLA/TENT4A/FIP1L1/SUPV3L1/ANGEL2/LEO1/INTS11/CSTF2T/USB1/ERI2/INTS6L/LIN28B/EXOSC4/TENT2/CDC73/CPSF1/MTPAP/YTHDC1/TUT4/ZCCHC8/INTS7/INTS8/ELAC1/FBL/TUT7/ERI3/ERI1/PNLDC1/PCF11/INTS6/WDR33/NCBP1/RPRD1A/NUDT21/AHCYL1/SLBP/EXOSC5/CPSF2/CPSF3/DHX36/LSM10/ZNF473/TRNT1/SSU72/NCBP2/CLP1/CPSF4/EXOSC2/HSD17B10/SSB/INTS12/RPRD2/REXO1/PAPOLG/INTS1/CSTF2/INTS14/REXO1L1P",62
"M2251","GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE","214/9013","367/16896",0.0301033292402251,0.297620560876418,0.271067316031685,"GFRA1/SCNN1A/CXCL10/KCNJ3/SLC7A5/AZGP1/LRP2/IL6ST/FOLR1/AQP4/IL12RB2/SERPINA5/GRIA2/CXCL9/ITGA2/CLEC4E/PRLR/SLAMF7/EFNA5/CD163/GP2/CX3CR1/CD274/MUC16/ABCC4/FCN1/ALCAM/MCAM/IL2RA/ABCG1/TLR8/IL7R/CD24/CCR1/ICAM1/CTLA4/SCNN1B/CSF2RB/SCNN1G/SPA17/CD86/ULBP2/MS4A2/TRPM8/CD2/CD69/PTPRC/LILRB1/VCAM1/FCGR3B/FCGR1BP/LAG3/CD80/FCER1G/PRND/CD8A/IL2RG/CD14/FCGR1A/CXCR6/FCGR2B/CCR5/BCAM/SELL/ITGB2/CCR2/PDCD1LG2/GPC4/FAS/CD83/SELE/THBS1/CLEC4A/SLAMF1/IL21R/CD84/FCGR2C/ADA/PLAUR/CD3D/FCRL5/LY75/TNFRSF11A/TNF/KIT/MFGE8/ACKR3/FCER1A/CCR7/GFRA3/CLCN3/CXCR4/CD40/PRNP/HLA-F/IL2RB/TCN2/GHR/CD27/CSF2RA/CD3G/MOG/TLR4/KLRD1/MR1/ENOX1/IL12RB1/CCRL2/ADGRA3/IL13RA1/CLEC2D/FCGR2A/P2RX7/CD226/IL6R/KLRK1/RTN4R/CD163L1/ITGA1/ECE1/CTSB/F3/ICOSLG/KLRC4-KLRK1/BTN2A2/OSMR/BTN3A3/ABCA1/CLEC4D/SLAMF6/UMODL1/CD74/ITGAM/TMEM123/CD1A/HLA-E/ABCG2/BTNL9/TFRC/HLA-B/TNFRSF9/CD209/HLA-G/ITGA3/CXCL12/FCN3/HLA-DRB1/THY1/HLA-C/ADGRE1/ANTXR1/CDH13/GSR/LY6G5B/CXCR2/THBD/CXCR3/BMPR1A/COLEC11/ST14/CLEC14A/CD5/ENTPD1/HLA-A/LY9/CD3E/ROBO4/BTN2A1/TNFRSF4/CD4/SCUBE1/FCN2/IDE/KDR/BTN3A1/CD200R1/CD59/PDGFRA/SPN/CALR/CLEC4C/ITGAX/GPIHBP1/ASGR1/FLOT1/ERMAP/ULBP3/ENOX2/CD33/ITGAV/LCT/EPOR/PDCD1/CD244/ASGR2/SEMA7A/CD40LG/CUBN/FOLR3/ULBP1/ACKR2/XCR1/IL13/MASP2/CCR4/BTNL2/CLEC4G/CCR8/MASP1/FGA/SLC22A11/PLG/BTNL3/IL31RA",214
"M14267","GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION","14/9013","18/16896",0.0301537326865958,0.297620560876418,0.271067316031685,"CX3CL1/FERMT1/PTGS2/SERPINB7/LUM/THBS1/XCL1/CD46/LGALS9/SMAD3/BMPR1A/CREB1/ATF2/FOXP3",14
"M16780","GOBP_MITOTIC_CHROMOSOME_CONDENSATION","14/9013","18/16896",0.0301537326865958,0.297620560876418,0.271067316031685,"NCAPG/NCAPH/NCAPD2/NUSAP1/SMC4/PLK1/SMC2/TENT4A/CHMP1A/SMARCA5/KMT5A/BAZ1B/AKAP8/TTN",14
"M18042","GOMF_PROTEASOME_BINDING","14/9013","18/16896",0.0301537326865958,0.297620560876418,0.271067316031685,"UBD/WFS1/PSMG1/PSME4/USP13/UCHL5/SACS/ADRM1/ECPAS/BAG6/PSMD14/RAD23A/PSMF1/UBAC1",14
"M22494","GOBP_NUCLEOLUS_ORGANIZATION","14/9013","18/16896",0.0301537326865958,0.297620560876418,0.271067316031685,"BEND3/DDX11/EMG1/USP36/SUV39H1/POLR1B/NOLC1/RRN3/SMARCA5/SIRT2/SIRT1/PHF2/RRP8/BAZ2A",14
"M24362","GOBP_THYMOCYTE_APOPTOTIC_PROCESS","14/9013","18/16896",0.0301537326865958,0.297620560876418,0.271067316031685,"GLI3/RORC/JAK3/BMP4/WNT5A/ADA/BAK1/DFFA/ADAM8/BCL2L11/ZC3H8/HIF1A/BAX/PTCRA",14
"M25046","GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION","14/9013","18/16896",0.0301537326865958,0.297620560876418,0.271067316031685,"ABCG1/IFNG/TNF/CLU/APOE/SP1/SLC2A13/CHRNA7/IFNGR1/ABCA2/CASP3/PICALM/ROCK2/RELA",14
"M35751","HP_FAIR_HAIR","14/9013","18/16896",0.0301537326865958,0.297620560876418,0.271067316031685,"TP63/SNRPN/IFT140/UBR1/UBE3A/PIGN/MOGS/ZFX/LPAR6/AP3B1/ABCA2/KANSL1/TAFAZZIN/PDE4D",14
"M37638","HP_ABNORMALITY_OF_THE_TEMPOROMANDIBULAR_JOINT","14/9013","18/16896",0.0301537326865958,0.297620560876418,0.271067316031685,"IL2RA/EDN1/PLCB4/LAMA2/PTPN22/COL1A1/CD247/IL2RB/COL5A1/PTPN2/COL5A2/STAT4/GNAI3/LMNA",14
"M38045","HP_JUVENILE_MYELOMONOCYTIC_LEUKEMIA","14/9013","18/16896",0.0301537326865958,0.297620560876418,0.271067316031685,"SPRED2/MRAS/NRAS/RRAS2/SOS1/NF1/BRAF/RIT1/CBL/KRAS/SOS2/RASA2/RAF1/MAP2K1",14
"M38819","HP_NEOPLASM_OF_THE_PARATHYROID_GLAND","14/9013","18/16896",0.0301537326865958,0.297620560876418,0.271067316031685,"RET/IFNG/NF1/IDH2/CDC73/ZFX/CDKN2B/TSC1/TSC2/PRDM10/CDKN1B/FLCN/CASR/SLC12A3",14
"M46398","HP_RETROBULBAR_OPTIC_NEURITIS","14/9013","18/16896",0.0301537326865958,0.297620560876418,0.271067316031685,"C4A/CCR1/FAS/ERAP1/TLR4/NOD2/IL10/HLA-B/IL12A/STAT4/IFNGR1/NLRP3/MEFV/IL12A-AS1",14
"M35112","HP_THICKENED_SKIN","244/9013","421/16896",0.0303598703980907,0.29833468215499,0.271717724517354,"ESR1/PSAT1/MMP1/KRT16/FLRT3/DSG1/ENPP1/DSC3/BUB1/PHGDH/CDH3/COL4A5/DSC2/PKP1/COL14A1/ADRA2A/CLEC7A/IGKC/KRT6B/CTSC/RYR1/CRYAB/KRT5/FGFR3/TP63/KRT81/TAT/CSTA/DST/SOX10/SREBF1/KRT6A/FERMT1/IL7R/CTLA4/GJA1/HPGD/PLAAT3/TYMS/ABCA12/PEX7/GLS/KITLG/LBR/ECM1/FBN1/COL12A1/PEX13/NDNF/ZNF750/IL2RG/CHD7/LAMA3/GLA/SERPINB7/CLDN1/CYP4F22/PLOD1/GINS1/LTBP2/DKC1/SPTLC2/DCLRE1C/RHBDF2/ADA/KCNJ11/NECTIN4/IL1RN/KIT/GJB3/COL1A1/HSD11B1/PLIN1/KIF11/KANK2/ABCC8/FITM2/PEX12/CTC1/KRT86/KDSR/TNFRSF1B/IRF4/IL2RB/CAST/GJB6/RIGI/NRAS/ANOS1/NOD2/ELOVL4/ORAI1/TTC7A/KLHL24/TRPS1/ALDH3A2/FHL1/SAT1/RECQL4/AFF4/NF1/PTEN/DSP/SUMF1/TGM1/ZC4H2/XPA/DUSP6/KLF11/HESX1/ATP7A/TRPM4/PDGFRB/PEX19/SEC23B/DNAJC21/COL6A3/USB1/CAV1/LTV1/NEK9/COL17A1/AAGAB/SERPINB8/BRAF/MPDU1/SMAD4/ATL3/SNAP29/AKT1/EBP/SMARCA2/RIT1/HLA-B/TARS1/PIGL/NSMCE2/ELOVL1/SLURP1/MARS1/TUBB/MAPRE2/SRD5A3/LRP1/SHOC2/BSCL2/STAT4/PMVK/ARSB/IDUA/ST14/ANAPC1/HLA-DRA/ERMARD/ATP2C1/PEX5/KCTD1/NSDHL/AARS1/AQP5/PSMB4/MVD/DHRSX/PIK3CA/MDFIC/TMEM43/PSMB10/PSMB8/AKT2/PEX1/GTF2E2/FDPS/MSMO1/FKBP14/NLRP3/NPM1/WNT10A/PPOX/CAVIN1/XPC/KRAS/GTF2H5/PIGA/TRAPPC11/POLA1/WDR11/RIN2/LSS/TINF2/COL7A1/NAGA/PHLDB1/ERCC6/KRT10/KRT83/IL17RA/SPRY4/COG6/IL36RN/SGPL1/PROK2/TGM5/EMD/PEX11B/CARS1/HS6ST1/NOP10/STIM1/ATP2A2/CWC27/TRIP4/UROS/TFE3/ERCC5/CUL4B/MAD1L1/PAX4/NECTIN1/DOLK/MPLKIP/LTBP3/HDAC6/UROD/AP1B1/POFUT1/NIPAL4/ERCC3/MAP2K1/POMC/SYNE2/LMNA/IKBKG/SPTLC1/ALOX12B/KRT9/SLC12A3/CARMIL2/TERT/DCC/HNF4A/HNF1A/KRT85/AHSG/NEUROD1",244
