"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"M14994","GOBP_REGULATION_OF_PLATELET_ACTIVATION","32/9013","54/16896",0.231429782609441,0.673096394950257,0.61304377853629,"IL6ST/LYN/PLA2G4A/UBASH3B/PRKG1/PLEK/FCER1G/EMILIN2/PRKCQ/TLR4/APOE/IL6R/IL6/SVEP1/ADGRG1/SYK/GNAQ/F11R/NOS3/PRKCA/THBD/FLNA/PDGFA/EMILIN1/CTSG/C1QTNF1/PRKCD/PDGFRA/PTPRJ/FUNDC2/SH2B3/ALOX12",32
"M42937","GOBP_T_HELPER_17_CELL_DIFFERENTIATION","32/9013","54/16896",0.231429782609441,0.673096394950257,0.61304377853629,"IL6ST/PSMA5/RORC/CD69/PSMB9/JAK3/IRF4/IL23A/IL12RB1/IL6R/IL6/PSMB2/MALT1/SOCS3/SLAMF6/ENTPD7/PSMA7/PSMA2/ZC3H12A/RC3H2/TBX21/PSMB4/PSMB10/PSMB8/LY9/RORA/LOXL3/RC3H1/NFKBID/PSMA3/FOXP3/PSMA4",32
"M48944","HP_INVOLUNTARY_VOCALIZATION","32/9013","54/16896",0.231429782609441,0.673096394950257,0.61304377853629,"MAPT/CKAP2L/COL1A2/ITPR1/COX7B/TMEM106B/COL1A1/AMER1/HCCS/TCF4/SLC25A13/CYLD/RAI1/SMARCA2/CTNNB1/PUF60/KDM5A/XPR1/PSEN1/UBAP2L/VCP/EHMT1/GRN/KRAS/SQSTM1/GNB1/PDZD8/SLC35C1/UBE2A/FLCN/PANK2/GRIK2",32
"M36342","HP_MUSCLE_STIFFNESS","47/9013","81/16896",0.231682801379547,0.673096394950257,0.61304377853629,"MAPT/GLRB/SLC16A1/RYR1/CRYAB/DNAJC6/IFIH1/SAMHD1/DHCR24/SLC2A1/KIF11/KIF1A/GALC/PODXL/RNASEH2A/PHKA1/SIL1/GPHN/MYO5A/TPM3/ATAD1/DYSF/TK2/KLHL41/TPM2/HSPG2/KPNA3/CAVIN1/KRAS/ABCD1/DARS2/TNFRSF1A/ACADVL/POLG/MLIP/RNASEH2C/STIM1/PSAP/SPAST/RNASEH2B/PANK2/PRKAR1B/CNBP/CAV3/GABRA3/ATP2A1/MYPN",47
"M10982","GOBP_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"RET/SOX8/MYC/FOXD1/SOX9/PAX2/NOG",7
"M12022","GOBP_EMBRYONIC_VISCEROCRANIUM_MORPHOGENESIS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"RDH10/MTHFD1L/CHST11/MTHFD1/NDST1/HOXA2/NIPBL",7
"M13605","GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"ELOVL2/ELOVL5/ACOT8/ELOVL1/ACAA1/SCP2/ABCD1",7
"M15325","GOBP_COENZYME_A_BIOSYNTHETIC_PROCESS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"PANK1/PANK3/ACOT7/DCAKD/COASY/PPCS/PANK2",7
"M17329","GOCC_ARP2_3_PROTEIN_COMPLEX","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"ACTR3B/ARPC5L/ACTR3/ARPC1B/ARPC5/ARPC4/ARPC2",7
"M17585","GOCC_GOLGI_TRANSPORT_COMPLEX","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"COG7/COG2/COG3/COG5/COG6/TMEM115/COG8",7
"M18621","GOMF_CARBON_NITROGEN_LIGASE_ACTIVITY_WITH_GLUTAMINE_AS_AMIDO_N_DONOR","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"ASNS/GMPS/QRSL1/CAD/GATC/PFAS/GATB",7
"M22275","GOBP_POSITIVE_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"IDO1/LILRB2/LILRB4/HLA-G/ITCH/CD3E/FOXP3",7
"M22280","GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CYTOKINE_PRODUCTION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"CLEC7A/PLCG2/KIT/RIGI/DDX21/DHX36/MAVS",7
"M22359","GOBP_CHONDROCYTE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"COL27A1/SOX9/POC1A/SERPINH1/SMPD3/CTDSPL2/MATN1",7
"M22383","GOBP_GTP_BIOSYNTHETIC_PROCESS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"NME5/NME3/IMPDH2/NME7/NME4/NME1/IMPDH1",7
"M22391","GOBP_DNA_TOPOLOGICAL_CHANGE","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"TOP2A/TOP1MT/TDRD3/HMGB2/TOP3B/HMGB1/ERCC3",7
"M22677","GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_MIGRATION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"MACIR/ZEB2/BRAF/CYGB/ARHGAP4/RAC1/HAS1",7
"M22792","GOBP_FOLIC_ACID_TRANSPORT","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"LRP2/FOLR1/SLC19A2/SLC46A1/SLC19A1/SLC25A32/FOLR3",7
"M22872","GOBP_GALACTOSE_CATABOLIC_PROCESS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"GALT/PGM1/GALK1/GALM/MGAT1/GLB1L/GLB1L3",7
"M23328","GOBP_INTRACELLULAR_TRIGLYCERIDE_HOMEOSTASIS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"XBP1/C1QTNF3/DGAT2/FITM2/SLC25A27/FUNDC2/SIRT1",7
"M23457","GOBP_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"XBP1/WFS1/ATF6/DDIT3/HSPA5/MBTPS1/MANF",7
"M23669","GOBP_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"ANLN/IQGAP3/RACGAP1/PDCD6IP/ECT2/IQGAP2/RTKN",7
"M23754","GOBP_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"BUB1/FEN1/RAD21/DDX11/NSMCE2/SMC5/SLF2",7
"M23795","GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"STIL/PLK4/CEP120/CCDC15/NUP62/POC1B/SASS6",7
"M23817","GOBP_NUCLEOSIDE_MONOPHOSPHATE_PHOSPHORYLATION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"AK5/CMPK2/AK2/AK7/AK6/AK8/CMPK1",7
"M23886","GOBP_PIGMENT_GRANULE_MATURATION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"ANKRD27/RAB32/BLOC1S6/AP1M1/CD63/AP3D1/BLOC1S3",7
"M24089","GOBP_NEUROFILAMENT_CYTOSKELETON_ORGANIZATION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"ATP8A2/CLN8/ARHGEF28/NEFL/VPS54/ATF2/INA",7
"M24090","GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_WOUND_HEALING","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"MMP12/LRG1/ODAM/FGF10/CLDN1/FZD7/JAML",7
"M24224","GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"NOTCH1/HEY1/NRP1/DLL1/FOXJ2/CCM2/LIPA",7
"M24355","GOBP_KYNURENINE_METABOLIC_PROCESS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"IDO1/TDO2/KYNU/KMO/KYAT3/AADAT/IDO2",7
"M24477","GOBP_CELLULAR_RESPONSE_TO_X_RAY","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"GATA3/LCN2/SFRP1/SFRP2/CCND2/NIPBL/ATM",7
"M24556","GOBP_METANEPHRIC_TUBULE_MORPHOGENESIS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"SOX8/SOX9/PAX2/HES1/PKD1/PAX8/WNT9B",7
"M24563","GOBP_METANEPHRIC_COLLECTING_DUCT_DEVELOPMENT","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"DLG5/PTCH1/AKR1B1/PAX2/PKD1/PAX8/AQP2",7
"M24957","GOBP_NEGATIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"IFNG/TNF/SRF/HMGCR/IFNGR1/LRPAP1/MYOCD",7
"M25123","GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"MSN/NF2/SORL1/VEGFA/MGAT3/RDX/ROCK2",7
"M25406","GOBP_MRNA_PSEUDOURIDINE_SYNTHESIS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"RPUSD3/DKC1/PUS7/PUS1/TRUB1/PUS7L/TRUB2",7
"M25553","GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"SOX9/BMP7/PAX2/HIF1A/PAX8/GDF5/HNF1B",7
"M25726","GOCC_NUCLEAR_PORE_OUTER_RING","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"SEH1L/NUP160/SEC13/NUP85/AHCTF1/NUP37/NUP133",7
"M26226","GOMF_TUMOR_NECROSIS_FACTOR_RECEPTOR_ACTIVITY","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"TNFRSF19/FAS/TNFRSF11A/TNFRSF1B/TNFRSF25/TNFRSF4/TNFRSF1A",7
"M26277","GOMF_5S_RRNA_BINDING","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"RPF2/MDM2/NOP53/RRS1/EEF2/MRPL18/RPL11",7
"M26427","GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_HEME_PROTEIN_AS_ACCEPTOR","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"NQO1/CYB5R2/POR/CYB5R1/CYB5R4/NDOR1/CYB5RL",7
"M26429","GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_NAD_P_AS_ACCEPTOR","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"SELENOT/PGK1/TXNRD3/GSR/TXNDC17/TXNRD1/TXN",7
"M26441","GOMF_SULFURTRANSFERASE_ACTIVITY","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"TSTD1/MOCS2/CTU2/MPST/MOCOS/TRMU/LIAS",7
"M26630","GOMF_K48_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"MINDY1/MINDY2/UBQLN4/IKBKE/VCP/UFD1/ZFAND2B",7
"M26686","GOMF_VIRION_BINDING","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"PTX3/SIGLEC1/PPIA/CD209/HIPK2/TSG101/NECTIN1",7
"M29215","GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"PLA2G7/PLA2G4A/CHPT1/PLA2G10/LPCAT2/PAFAH1B1/PAFAH1B3",7
"M29352","GOBP_REGULATION_OF_GAP_JUNCTION_ASSEMBLY","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"CNTNAP2/IL1B/ACE2/HOPX/TBX5/CAV1/IRX3",7
"M34389","GOMF_FK506_BINDING","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"FKBP1B/FKBP7/NFATC1/FKBP3/FKBP1A/FKBP2/FKBP6",7
"M34407","GOMF_BRANCHED_CHAIN_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"SLC6A14/SLC7A5/SLC6A15/SLC7A8/SLC3A2/SLC43A2/SLC38A9",7
"M35099","HP_NUMEROUS_NEVI","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"FGFR3/PCGF2/NRAS/PTEN/BRAF/CDK4/PIK3CA",7
"M35113","HP_CIGARETTE_PAPER_SCARS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"CTSC/COL3A1/COL12A1/COL1A1/COL5A1/COL6A3/COL5A2",7
"M35619","HP_NEUROMUSCULAR_DYSPHAGIA","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"MAPT/GALC/COQ2/TPM3/KLHL41/TPM2/MYPN",7
"M35863","HP_SPINOCEREBELLAR_TRACT_DEGENERATION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"ATXN1/ATXN3/TDP1/REPS1/MAN2B1/ATXN2/PRKAR1B",7
"M36098","HP_INTERVERTEBRAL_SPACE_NARROWING","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"FLNB/CHST3/FN1/BPNT2/RRM2B/COL9A1/LTBP3",7
"M36555","HP_INCREASED_VERTEBRAL_HEIGHT","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"FGFR3/CCDC8/ITCH/ERI1/TRPV4/MAN2B1/CUL7",7
"M36626","HP_ERLENMEYER_FLASK_DEFORMITY_OF_THE_FEMURS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"SFRP4/ANKH/SCARB2/CSF1R/PSAP/ABCC9/PLEKHM1",7
"M36839","HP_LIMITED_PRONATION_SUPINATION_OF_FOREARM","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"MET/ROR2/TBX5/COLEC11/SMAD6/HOXA11/MASP1",7
"M37380","HP_RADIAL_DEVIATION_OF_THE_HAND","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"COL9A3/RECQL4/ZC4H2/TBX5/BGN/RBM8A/COL9A1",7
"M37912","HP_PRIMARY_HYPERALDOSTERONISM","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"SCNN1A/CACNA1D/SCNN1B/SCNN1G/KCNJ5/CYP11B2/SLC12A3",7
"M37963","HP_ELONGATED_SUPERIOR_CEREBELLAR_PEDUNCLE","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"ARL3/CLCN3/TMEM67/NPHP1/INPP5E/KIAA0586/LAMA1",7
"M38060","HP_PROLONGED_PR_INTERVAL","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"GPD1L/GNB5/NKX2-5/DSG2/SCN2B/TLL1/SLC12A3",7
"M38786","HP_VAGINAL_NEOPLASM","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"BUB1/COL4A5/TRIP13/COL4A6/BUB1B/BUB3/CEP57",7
"M38853","HP_ACANTHOLYSIS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"DSG1/CAST/IKZF1/DSP/HLA-B/ATP2C1/ATP2A2",7
"M40358","GOBP_PYRIMIDINE_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"ENTPD5/CMPK2/ENTPD7/CAD/UMPS/CMPK1/DTYMK",7
"M40466","GOBP_AMINO_ACID_NEUROTRANSMITTER_REUPTAKE","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"PER2/KCNJ10/SLC6A11/ATP1A2/CLN8/SLC6A12/SLC6A13",7
"M41247","HP_RENAL_AMYLOIDOSIS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"MMP1/LYZ/SLC7A7/NLRP3/COL7A1/MEFV/FGA",7
"M41264","HP_DUODENAL_ULCER","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"PLA2G4A/ARID1B/SYK/CDKN2B/XYLT2/CDKN1B/PLG",7
"M41292","HP_ABNORMAL_ULNAR_METAPHYSIS_MORPHOLOGY","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"COMP/COL10A1/SNRPN/MMP9/NDN/RECQL4/ANAPC1",7
"M41313","HP_RECURRENT_OPPORTUNISTIC_INFECTIONS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"IL7R/JAK3/IL2RG/DCLRE1C/ADA/PNP/ZAP70",7
"M41395","HP_CERVICAL_SPINE_INSTABILITY","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"COMP/TGFB3/SOX9/POP1/BGN/SMAD3/B3GALT6",7
"M41413","HP_FRONTAL_HIRSUTISM","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"CKAP2L/MEG3/SLC25A12/CREBBP/FLNA/TASP1/PRMT7",7
"M42611","GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"PVR/NECTIN2/HAVCR2/CD226/CRTAM/IL12A/CD160",7
"M42635","GOBP_PROTEIN_TARGETING_TO_PEROXISOME","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"PEX7/LONP2/PEX12/PEX19/ZFAND6/PEX5/PEX1",7
"M43264","HP_ANKLE_SWELLING","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"IL2RA/PTPN22/CD247/IL2RB/PTPN2/STAT4/GJC2",7
"M43321","HP_HYPOPLASTIC_SPLEEN","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"MCM10/NDE1/KATNB1/FAM111A/STIM1/CLXN/AIRE",7
"M43334","HP_DIFFUSE_PALMOPLANTAR_HYPERKERATOSIS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"KRT16/RHBDF2/KLHL24/SNAP29/SLURP1/AQP5/KRT9",7
"M43415","HP_ANASARCA","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"UBR1/DEF6/SCARB2/POLG/PRKAG2/FARSB/NPHS1",7
"M43491","HP_ACROPARESTHESIA","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"ADAMTS15/COMP/GLA/SPTLC2/PRNP/GALC/PMP22",7
"M45135","GOBP_7_METHYLGUANOSINE_CAP_HYPERMETHYLATION","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"SNRPD1/SNRPE/SNRPB/TGS1/SNRPG/SNRPD3/LSM10",7
"M45139","GOBP_ERBB4_SIGNALING_PATHWAY","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"ERBB4/ERBB2/NRG1/HBEGF/NRG3/NRG2/NRG4",7
"M47310","HP_CLAW_HAND_DEFORMITY","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"NDRG1/PDXK/HSPB1/SIGMAR1/GNPTG/SPTAN1/COG8",7
"M48900","HP_SPHEROPHAKIA","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"FOXC1/FBN1/LTBP2/LAMB2/PAX6/ASPH/RRAGC",7
"M49422","GOBP_DE_NOVO_NADPLUS_BIOSYNTHETIC_PROCESS_FROM_L_TRYPTOPHAN","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"IDO1/KYNU/KMO/QPRT/ACMSD/IDO2/HAAO",7
"M49649","GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CAJAL_BODY","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"CCT5/TCP1/CCT4/CCT3/CCT7/CCT6A/CCT8",7
"M49670","GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"SLAMF1/CCR7/LGALS9/SPI1/IL12A/GAS6/CALR",7
"M50370","GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"GABBR2/CCR2/EDNRB/AKAP5/GNAI3/LTB4R2/GRM2",7
"M50461","GOBP_FARNESYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"HMGCS2/IDI1/GGPS1/HMGCR/PMVK/MVD/FDPS",7
"M50742","HP_CONGENITAL_EXFOLIATIVE_ERYTHRODERMA","7/9013","10/16896",0.232137210939641,0.673096394950257,0.61304377853629,"TARS1/AARS1/GTF2E2/GTF2H5/CARS1/MPLKIP/ERCC3",7
"M14023","GOBP_EAR_MORPHOGENESIS","74/9013","130/16896",0.232148312236146,0.673096394950257,0.61304377853629,"SLITRK6/SLC44A4/GATA3/ZIC1/FRZB/TBX3/LRIG1/FGF10/KCNQ4/VANGL2/WDR19/EDNRA/MYC/NHERF1/ZEB1/FOXG1/EDN1/CHD7/DLX6/SPARC/WNT5A/HPN/NTN1/MAPK1/SOX9/TSHZ1/GJB6/TFAP2A/PLS1/EPHB2/TTC39C/FZD6/MYO6/GATA2/GSC/ATP8A2/TPRN/HESX1/GRHL3/DCANP1/FZD3/PAX2/CEP290/TIFAB/ITGA8/DLX5/SCRIB/BCR/MYO7A/PTK7/PROX1/HOXA2/WDPCP/OTX1/NOG/TBX18/FGF9/HOXA1/NR4A3/NIPBL/TBX2/MYO3A/NECTIN1/RAC1/REST/PAX8/LHFPL5/TMIE/SEC24B/SOBP/CHRNA10/ANKRD24/NEUROG1/GBX2",74
"M36512","HP_ABNORMALITY_OF_THE_PYLORUS","63/9013","110/16896",0.232227026042724,0.673096394950257,0.61304377853629,"NEDD4L/SLC2A10/TBX3/RYR1/CASZ1/PIEZO2/CYBB/NCF1/PEX13/NCF2/LAMA3/DHCR7/NCF4/CYBA/MAPK1/PEX12/SMC1A/TFAP2A/TMTC3/RAD21/FAT4/RERE/NAA10/PEX19/SERPINH1/ZEB2/EFEMP2/MEG3/NFKB2/MAP3K7/NEK9/BCOR/PAK2/ZFX/BIN1/ADAMTS3/BCR/FLNA/ERMARD/PEX5/VAC14/DNM2/PEX1/HSPG2/CAVIN1/PPP2R3C/GTF2H5/KCNAB2/KANSL1/BRPF1/NIPBL/PPP2R5D/MMP23B/PEX11B/SETD5/PRDM16/ARF1/UBE4B/MTMR14/MED12/SYT2/NPHS1/HNF1B",63
"M10968","GOBP_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT","42/9013","72/16896",0.23256373493969,0.673096394950257,0.61304377853629,"PGR/ERBB4/ESR1/ELF5/AR/GATA3/AREG/MSX2/ZNF703/PRLR/TBX3/FGF10/IQGAP3/CEBPB/HOXA5/CCND1/WNT5A/NTN1/PTCH1/BRCA2/BTRC/MAPK1/ORAI1/TFAP2C/EPHA2/AKT1/DEAF1/PML/SCRIB/CSF1/SMO/AKT2/SRC/CSF1R/HIF1A/PHB2/RREB1/LATS1/BAX/RTN4/CAV3/ETV5",42
"M14071","GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION","42/9013","72/16896",0.23256373493969,0.673096394950257,0.61304377853629,"GATA3/LCN2/SFRP1/RAD51AP1/CRYAB/RHOB/BLM/TSPYL5/RAD51/SFRP2/CHEK2/CYBA/TNF/IFI16/BRCA2/ECT2/FBXO4/MDM2/RHNO1/HSF1/BRCA1/INTS7/SNAI2/NET1/TANK/KDM1A/ELK1/XRCC5/CCND2/MAPK14/GTF2H5/CLOCK/FIGNL1/RAD1/ATR/SIRT1/BCL2L1/NIPBL/RAD9A/ATM/HUS1/PARTICL",42
"M14359","GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS","42/9013","72/16896",0.23256373493969,0.673096394950257,0.61304377853629,"MMP12/IFIH1/RIPK2/TLR2/EDN1/NLRC5/CASP1/WNT5A/ZBP1/RBM47/LAPTM5/CD300LF/CXCR4/HPX/CD40/RIGI/CREBRF/TLR4/IL7/ADAM17/PARP14/TRIM56/CD74/PAFAH1B1/CSF1/LRRC70/IKBKE/GAS6/TAF9/IRF3/TRIM41/UBE2K/PARP9/LSM14A/MMP8/HIF1A/NRDC/C1QTNF4/MAVS/TRAF2/GFI1/AGPAT1",42
"M36712","HP_RECURRENT_SINOPULMONARY_INFECTIONS","42/9013","72/16896",0.23256373493969,0.673096394950257,0.61304377853629,"RSPH1/NME5/ZMYND10/NEK10/DNAH5/DNAAF11/PLCG2/DNAAF4/TTC12/CCNO/SPEF2/DNAL1/DNAH7/BRWD1/RSPH3/PIK3CD/STK36/CFAP300/DNAAF3/ATP6V0A2/CLPB/TFRC/ODAD4/DOCK8/NBN/CCDC65/PIK3CG/OFD1/DNAAF1/LRRC56/RPGR/CFAP298/SRP19/TRAF3/GFI1/CCDC40/TNFRSF13B/CCDC39/HYDIN/PTCRA/CLXN/DNAH1",42
"M38474","HP_ABNORMAL_PROSODY","42/9013","72/16896",0.23256373493969,0.673096394950257,0.61304377853629,"AR/MAPT/IGF1R/BLM/EZH2/SEMA5A/TRMT10A/POC1A/SRPX2/SMC1A/GHR/RAD21/MDM2/TRPS1/GRB10/POLD1/CTNND2/ARID1B/SERPINH1/DNAJC13/EIF4G1/RBBP8/BSCL2/GIGYF2/MORC2/FMR1/PCNT/HSPG2/NSUN2/CFL2/RIN2/STAT5B/FAM111A/NIPBL/MFN2/NBAS/SNCA/LMNA/MED12/SYT2/SRCAP/TTN",42
"M45198","GOBP_REGULATORY_NCRNA_PROCESSING","42/9013","72/16896",0.23256373493969,0.673096394950257,0.61304377853629,"AGO2/TDRD12/PIWIL4/HENMT1/BMP4/METTL14/TNRC6C/GTSF1/NUP155/TDRKH/IL6/SRSF3/BCDIN3D/LIN28B/DDX5/TEX15/TUT4/SMAD3/SNIP1/TUT7/PNLDC1/PUS10/AGO3/SMAD1/NCBP1/ZC3H7B/TRUB1/TDRD6/TSNAX/DICER1/AGO4/TNRC6B/NCBP2/SRRT/TNRC6A/ZC3H7A/SPOUT1/TSN/DROSHA/ZC3H10/FKBP6/TERT",42
"M13702","GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS","37/9013","63/16896",0.232616872024453,0.673096394950257,0.61304377853629,"PNPT1/MTERF2/MTERF3/SUPV3L1/ANGEL2/SLC25A33/WARS2/MYG1/TBRG4/PUS1/FASTKD2/LRPPRC/MTPAP/MRPL12/OSGEPL1/TEFM/YRDC/TRIT1/EARS2/GARS1/TFAM/METTL4/GTPBP3/DARS2/REXO2/GRSF1/KANSL1/TRNT1/TWNK/SARS2/TRUB2/KAT8/HSD17B10/MTO1/THAP11/AARS2/PDE12",37
